CustomerID,AdSpend_Group,Pre_Purchase_Group,Customer_Loyalty,Conv_Probability
10013,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10014,"Medium Spend","New Customer","Bronze Tier","Low Probability"
10015,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
10016,"High Spend","Frequent Buyer","Silver Tier","High Probability"
10017,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
10018,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10019,"Medium Spend","New Customer","Gold Tier","High Probability"
10020,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10021,"High Spend","Frequent Buyer","Silver Tier","High Probability"
10022,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
10023,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
10024,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10025,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10026,"High Spend","Occasional Buyer","Gold Tier","High Probability"
10027,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
10028,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10029,"High Spend","Frequent Buyer","Silver Tier","High Probability"
10030,"High Spend","New Customer","Silver Tier","High Probability"
10031,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
10032,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10033,"High Spend","Occasional Buyer","Gold Tier","High Probability"
10034,"High Spend","Occasional Buyer","Gold Tier","High Probability"
10035,"Medium Spend","Frequent Buyer","Bronze Tier","Low Probability"
10036,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10037,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
10038,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
10039,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
10040,"High Spend","Frequent Buyer","Silver Tier","High Probability"
10041,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
10042,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10043,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
10044,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
10045,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10046,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10047,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
10048,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10049,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10050,"High Spend","Frequent Buyer","Gold Tier","Low Probability"
10051,"Low Spend","New Customer","Gold Tier","High Probability"
10052,"High Spend","Frequent Buyer","Silver Tier","High Probability"
10053,"Medium Spend","New Customer","Bronze Tier","High Probability"
10054,"High Spend","Occasional Buyer","Gold Tier","High Probability"
10055,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10056,"High Spend","Frequent Buyer","Silver Tier","High Probability"
10057,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
10058,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
10059,"Low Spend","Occasional Buyer","Bronze Tier","High Probability"
10060,"High Spend","New Customer","Gold Tier","High Probability"
10061,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10062,"High Spend","Frequent Buyer","Silver Tier","High Probability"
10063,"Medium Spend","New Customer","Gold Tier","High Probability"
10064,"High Spend","New Customer","Gold Tier","High Probability"
10065,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10066,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
10067,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
10068,"High Spend","Frequent Buyer","Gold Tier","Low Probability"
10069,"Medium Spend","Occasional Buyer","Platinum Tier","Low Probability"
10070,"Low Spend","Occasional Buyer","Gold Tier","High Probability"
10071,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
10072,"High Spend","Frequent Buyer","Silver Tier","High Probability"
10073,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
10074,"High Spend","Frequent Buyer","Silver Tier","High Probability"
10075,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
10076,"High Spend","New Customer","Bronze Tier","High Probability"
10077,"High Spend","Occasional Buyer","Gold Tier","High Probability"
10078,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
10079,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10080,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
10081,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10082,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10083,"High Spend","Occasional Buyer","Silver Tier","High Probability"
10084,"High Spend","Frequent Buyer","Silver Tier","High Probability"
10085,"High Spend","Frequent Buyer","Silver Tier","High Probability"
10086,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
10087,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
10088,"High Spend","Frequent Buyer","Silver Tier","High Probability"
10089,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
10090,"Low Spend","Occasional Buyer","Platinum Tier","High Probability"
10091,"High Spend","Frequent Buyer","Gold Tier","Low Probability"
10092,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
10093,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10094,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10095,"High Spend","Occasional Buyer","Silver Tier","High Probability"
10096,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10097,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
10098,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10099,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10100,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10101,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
10102,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
10103,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10104,"Medium Spend","Occasional Buyer","Silver Tier","Low Probability"
10105,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
10106,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
10107,"Medium Spend","Occasional Buyer","Platinum Tier","Low Probability"
10108,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10109,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10110,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
10111,"Low Spend","Occasional Buyer","Gold Tier","High Probability"
10112,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10113,"Low Spend","Frequent Buyer","Silver Tier","Low Probability"
10114,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
10115,"High Spend","Occasional Buyer","Gold Tier","High Probability"
10116,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
10117,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10118,"High Spend","Occasional Buyer","Gold Tier","High Probability"
10119,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10120,"High Spend","New Customer","Platinum Tier","High Probability"
10121,"High Spend","Frequent Buyer","Silver Tier","High Probability"
10122,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
10123,"High Spend","Occasional Buyer","Platinum Tier","Low Probability"
10124,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10125,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
10126,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
10127,"High Spend","New Customer","Gold Tier","High Probability"
10128,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
10129,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10130,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10131,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
10132,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
10133,"High Spend","Occasional Buyer","Gold Tier","High Probability"
10134,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
10135,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
10136,"High Spend","Occasional Buyer","Bronze Tier","Low Probability"
10137,"High Spend","Occasional Buyer","Gold Tier","High Probability"
10138,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10139,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10140,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
10141,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10142,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
10143,"High Spend","Occasional Buyer","Gold Tier","High Probability"
10144,"High Spend","New Customer","Gold Tier","High Probability"
10145,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10146,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10147,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
10148,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
10149,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10150,"High Spend","Frequent Buyer","Silver Tier","High Probability"
10151,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
10152,"Low Spend","New Customer","Bronze Tier","High Probability"
10153,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
10154,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10155,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10156,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
10157,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10158,"High Spend","New Customer","Silver Tier","High Probability"
10159,"High Spend","Occasional Buyer","Gold Tier","High Probability"
10160,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
10161,"High Spend","Occasional Buyer","Gold Tier","Low Probability"
10162,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
10163,"High Spend","Frequent Buyer","Silver Tier","High Probability"
10164,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10165,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
10166,"High Spend","Frequent Buyer","Silver Tier","High Probability"
10167,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
10168,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
10169,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
10170,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10171,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
10172,"High Spend","Occasional Buyer","Gold Tier","High Probability"
10173,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10174,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
10175,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10176,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10177,"High Spend","Occasional Buyer","Silver Tier","High Probability"
10178,"High Spend","Frequent Buyer","Silver Tier","High Probability"
10179,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
10180,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10181,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
10182,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
10183,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10184,"High Spend","Occasional Buyer","Silver Tier","Low Probability"
10185,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10186,"High Spend","Occasional Buyer","Gold Tier","High Probability"
10187,"Medium Spend","Frequent Buyer","Gold Tier","Low Probability"
10188,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10189,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
10190,"High Spend","Occasional Buyer","Gold Tier","High Probability"
10191,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
10192,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10193,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
10194,"High Spend","New Customer","Bronze Tier","High Probability"
10195,"High Spend","Occasional Buyer","Bronze Tier","Low Probability"
10196,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10197,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
10198,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10199,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
10200,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
10201,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
10202,"High Spend","Frequent Buyer","Platinum Tier","Low Probability"
10203,"High Spend","Occasional Buyer","Silver Tier","High Probability"
10204,"High Spend","Frequent Buyer","Silver Tier","High Probability"
10205,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
10206,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
10207,"High Spend","Frequent Buyer","Silver Tier","High Probability"
10208,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10209,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
10210,"Medium Spend","New Customer","Bronze Tier","Low Probability"
10211,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10212,"High Spend","New Customer","Bronze Tier","High Probability"
10213,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
10214,"High Spend","Frequent Buyer","Silver Tier","High Probability"
10215,"High Spend","Occasional Buyer","Bronze Tier","Low Probability"
10216,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10217,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
10218,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
10219,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
10220,"High Spend","Occasional Buyer","Gold Tier","High Probability"
10221,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
10222,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10223,"High Spend","Frequent Buyer","Silver Tier","High Probability"
10224,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
10225,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
